Incident ID,Date,Governorate,District,Area,Target,Main category,Sub-category,Time,Air Raids,Naval,Time Interval
9268,28/09/2016,Sanaa,Hamdan,Bait Ne'm village,Reaidential Area,Civilian,Residential Area,unkn,1,,Unknown
9269,28/09/2016,Sanaa,Bani Hushaysh,Al-Khorafi,Al-Khorafi Military Camp,Military_Security_Target,Military Site,unkn,2,,Unknown
9270,28/09/2016,Sanaa,Hamdan,Dhula'a,Al-Estiqbal Military Camp,Military_Security_Target,Military Site,unkn,4,,Unknown
9271,28/09/2016,Sanaa,Bani Matar,Al-Madwar,Reaidential Area,Civilian,Residential Area,unkn,4,,Evening
9272,28/09/2016,Sanaa,Sanhan,Dhabwah,Dhabwah Military Camp,Military_Security_Target,Military Site,21,2,,Evening
9273,28/09/2016,Hudaydah,Hays,-,Pro-Houthi Sites,Military_Security_Target,Military Site,20,2,,Evening
9274,28/09/2016,Jawf,Al-Maton,Ham,Unknown,Unknown,Unknown,unkn,2,,Night
9275,28/09/2016,Marib,Sirwah,-,Sirwah market,Civilian,Market Place,unkn,2,,Afternoon
9276,28/09/2016,Saada,Haydan,Marran,Popular market,Civilian,Market Place,unkn,2,,Morning
9277,28/09/2016,Saada,Haydan,Marran,Around a popular market,Civilian,Market Place,unkn,1,,Morning
9278,28/09/2016,Saada,Majz,Al-Ja'malah,Fuel station,Economic_infrastructure,Oil & Gas,unkn,1,,Morning
9279,28/09/2016,Saada,Haydan,Al-Sharqabi,Two Pro-Houthi Military Vehicles,Military_Security_Target,Moving Target (weapons/fighters),unkn,3,,Midday
9280,28/09/2016,Saada,Baqim,"Takhyah, Al-Tho'ban",Pro-Houthi forces,Military_Security_Target,Forces,unkn,5,,Midday
9281,28/09/2016,Saada,Ghamir,-,Unknown,Unknown,Unknown,unkn,1,,Midday
9282,28/09/2016,Saada,Kitaf Wa Al-Boqe'e,Al-Abojabarah,Pro-Houthi forces,Military_Security_Target,Forces,20,3,,Evening
9283,28/09/2016,Saada,Baqim,"Takhyah, Al-Alzammah junction",Pro-Houthi Sites,Military_Security_Target,Military Site,20,3,,Evening
9284,28/09/2016,Shabwa,Asilan,"Hayd Bin Aqeel, Lkhaydar mountain",Pro-Houthi Sites,Military_Security_Target,Military Site,unkn,unkn,,Unknown
9285,28/09/2016,Taiz,Al-Taiziyah,Al-Hawban,Rescue Police HQ,Military_Security_Target,Military Site,13,2,,Midday
9286,28/09/2016,Taiz,Al-Taiziyah,Al-Hawban,Pro-Houthi HQ,Military_Security_Target,Military Site,13,unkn,,Midday
9287,28/09/2016,Taiz,Al-Taiziyah,Al-Hawban,Immigration Authority Office,Infrastructure,Gov. Compounds,13,unkn,,Midday
9288,29/09/2016,Hudaydah,Al-Durayhimi,-,Al-Hudaydah Airport,Infrastructure,Transport,16,2,,Afternoon
9289,29/09/2016,Hudaydah,Bajil,Al-Jabbanah,Air Defence Military Camp,Military_Security_Target,Military Site,16,2,,Afternoon
9290,29/09/2016,Hudaydah,Al-Durayhimi,22 May  Celebration stage,Celebration stage,Infrastructure,Gov. Compounds,16,2,,Afternoon
9291,29/09/2016,Jawf,Al-Ghayl,Al-Ghayl village,Unknown,Unknown,Unknown,15,1,,Afternoon
9292,29/09/2016,Lahj,Al-Qabbaytah,Al-Shutayjah,Telecommunications Centre,Infrastructure,Communication,unkn,2,,Midday
9293,29/09/2016,Marib,Sirwah,Al-Mashjah,Unknown,Unknown,Unknown,15,1,,Afternoon
9294,29/09/2016,Marib,Sirwah,Wadi Habab,Unknown,Unknown,Unknown,22,1,,Night
9295,29/09/2016,Marib,Medghal Al-Jeda'an,Al-Makhdarah,Unknown,Unknown,Unknown,22,1,,Night
9296,29/09/2016,Saada,Baqim,"Mahdeedah, Al-Masahif and Al-Sidr",Residential Area,Civilian,Residential Area,unkn,5,,Midday
9297,29/09/2016,Saada,Shada'a,Al-Dhaya'ah,Farms,Economic_infrastructure,Farms,unkn,5,,Midday
9298,29/09/2016,Saada,Razih,Borkan,Pro-Houthi vehicle,Military_Security_Target,Moving Target (weapons/fighters),unkn,2,,Midday
9299,29/09/2016,Shabwa,Asilan,Bin Saba'an mountain,Katyusha launcher,Military_Security_Target,Moving Target (weapons/fighters),21,unkn,,Evening
9300,29/09/2016,Shabwa,Asilan,-,Al-Naqoub market,Civilian,Market Place,22,1,,Night
9301,29/09/2016,Taiz,Al-Mudhaffar,Al-Dhanin hill,Pro-Houthi Site,Military_Security_Target,Military Site,unkn,4,,Unknown
9302,29/09/2016,Taiz,Jabal Habashy,Al-Mon'im mountain,Pro-Houthi Site,Military_Security_Target,Military Site,unkn,1,,Unknown
9303,29/09/2016,Taiz,Jabal Habashy,Al-Sawda'a hill,Pro-Houthi Site,Military_Security_Target,Military Site,unkn,2,,Unknown
9304,29/09/2016,Taiz,Jabal Habashy,Yaseen hill,Pro-Houthi Site,Military_Security_Target,Military Site,unkn,1,,Unknown
9305,29/09/2016,Taiz,Al-Taiziyah,Shara'ab junction,Residential Area,Civilian,Residential Area,unkn,1,,Afternoon
9306,29/09/2016,Taiz,Al-Taiziyah,60 street,Pro-Houthi Military Vehicles,Military_Security_Target,Moving Target (weapons/fighters),unkn,2,,Unknown
9307,29/09/2016,Taiz,Al-Taiziyah,Al-Janad,22nd Armoured Brigade,Military_Security_Target,Military Site,unkn,3,,Unknown
9308,29/09/2016,Taiz,Jabal Habashy,Hanash valley,Pro-Houthi reinforcement,Military_Security_Target,Moving Target (weapons/fighters),unkn,1,,Unknown
9309,30/09/2016,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,22,3,,Night
9310,30/09/2016,Sanaa,Nihm,-,Telecommunications towers,Infrastructure,Communication,unkn,1,,Unknown
9311,30/09/2016,Sanaa,Sanhan,Masaud,Telecommunications towers,Infrastructure,Communication,21,2,,Evening
9312,30/09/2016,Sanaa,Hamdan,Al-Hawiri hill,Telecommunications towers,Infrastructure,Communication,21,2,,Evening
9313,30/09/2016,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,22,1,,Night
9314,30/09/2016,Sanaa,Bani Matar,Al-Sobahah,Al-Sobahah Military Camp,Military_Security_Target,Military Site,22,2,,Night
9315,30/09/2016,Sanaa,Hamdan,Al-Orqoub,Al-Orqoub Military Camp,Military_Security_Target,Military Site,23,2,,Night
9316,30/09/2016,Marib,Sirwah,Al-Mahjazah,Farm,Economic_infrastructure,Farms,16,1,,Afternoon
9317,30/09/2016,Marib,Sirwah,-,House,Civilian,Residential Area,16,1,,Afternoon
9318,30/09/2016,Saada,Saqain,Thamamah,Telecommunications Network,Infrastructure,Communication,22,2,,Night
